Student_ID,Branch,Year,Gender,Attendance,Previous_CGPA,Internal_Marks,Assignment_Score,Study_Hours,LMS_Activity,Library_Visits,Lab_Usage,Certifications,Projects,Hackathons,Internships,Commute_Time,Backlogs,Final_CGPA,Academic_Status,Risk_Level
STU0698,CSE,4th Year,Female,72.81,6.64,52.52,85.38,4.36,86.61,8,86.77,0,2,2,0,37.98,0,6.55,Needs Attention,Medium Risk
STU0699,Civil,3rd Year,Male,72.37,7.46,73.43,53.5,5.18,52.68,10,57.17,3,0,4,0,76.52,1,6.87,Needs Attention,Medium Risk
STU0700,Mechanical,2nd Year,Male,81.36,7.44,71.2,79.54,4.18,54.91,4,93.07,1,1,1,1,17.22,0,7.25,Needs Attention,Low Risk
STU0701,Civil,2nd Year,Male,64.75,6.53,75.49,81.39,5.63,61.93,4,65.82,2,3,2,0,42.88,0,6.56,Needs Attention,Medium Risk
STU0702,CSE-AI,4th Year,Female,66.46,6.69,67.67,71.36,3.28,68.77,3,75.77,4,1,0,2,50.1,0,6.65,Needs Attention,Medium Risk
STU0703,EEE,2nd Year,Female,77.39,6.62,91.94,78.24,6.51,29.34,6,75.04,1,4,1,3,13.87,0,7.4,Needs Attention,Low Risk
STU0704,Mechanical,2nd Year,Male,67.12,6.63,72.63,70.67,5.55,75.35,10,59.28,1,2,0,2,65.82,0,7.32,Needs Attention,Medium Risk
STU0705,Mechanical,3rd Year,Male,67.94,7.15,73.8,78.39,5.59,95.35,7,90.86,4,3,1,0,37.18,0,7.41,Needs Attention,Low Risk
STU0706,Mechanical,2nd Year,Male,67.2,6.25,48.45,85.92,4.34,78.42,3,65.83,1,1,0,0,20.49,0,6.54,Needs Attention,Medium Risk
STU0707,Mechanical,3rd Year,Female,71.53,6.88,70.72,64.49,2.38,64.63,8,70.88,5,2,0,0,67.84,1,6.62,Needs Attention,High Risk
STU0708,Civil,4th Year,Female,87.31,8.44,85.79,82.09,5.83,50.65,4,40.27,3,2,1,3,52.26,0,8.13,Good Standing,Low Risk
STU0709,Mechanical,2nd Year,Male,89.56,8.24,78.67,94.31,2.43,38.99,6,49.95,2,0,2,0,30.23,0,7.66,Good Standing,Low Risk
STU0710,ECE,4th Year,Male,99.19,6.56,46.13,77.17,5.84,41.71,7,86.91,0,4,1,1,53.05,0,6.98,Needs Attention,Low Risk
STU0711,EEE,4th Year,Male,98.82,8.36,66.6,67.96,3.34,65.91,1,69.92,2,3,1,3,46.98,0,7.81,Good Standing,Low Risk
STU0712,Mechanical,2nd Year,Male,87.86,5.73,92.78,100.0,2.12,100.0,4,61.22,3,3,0,0,12.34,4,6.81,Needs Attention,High Risk
STU0713,EEE,2nd Year,Male,90.28,9.69,70.19,75.06,4.5,24.53,9,61.46,3,1,0,0,14.1,0,8.06,Good Standing,Low Risk
STU0714,ECE,4th Year,Male,81.31,8.67,75.87,76.78,6.27,79.2,5,78.23,1,2,0,2,46.06,0,7.82,Good Standing,Low Risk
STU0715,ECE,2nd Year,Female,85.2,7.0,91.43,77.03,3.05,57.16,2,88.91,2,3,1,0,8.11,0,7.7,Good Standing,Low Risk
STU0716,EEE,3rd Year,Male,99.44,7.84,70.14,79.37,6.9,62.63,8,61.57,0,3,0,1,58.1,0,7.82,Good Standing,Low Risk
STU0717,CSE,3rd Year,Female,83.71,6.24,81.49,69.93,5.49,53.0,4,86.44,1,2,0,1,15.14,2,6.96,Needs Attention,High Risk
STU0718,CSE-AI,2nd Year,Male,91.53,7.55,76.94,76.28,4.74,46.12,9,67.6,4,2,2,3,56.57,1,7.71,Good Standing,Medium Risk
STU0719,CSE,4th Year,Male,70.66,7.33,79.5,85.43,3.85,70.01,4,77.51,3,1,0,0,65.62,0,7.88,Good Standing,Low Risk
STU0720,CSE,2nd Year,Female,73.34,6.75,76.55,69.52,3.95,72.2,4,43.37,1,3,1,3,48.81,2,6.77,Needs Attention,High Risk
STU0721,Civil,2nd Year,Female,83.12,7.08,65.43,68.96,5.15,78.69,5,45.94,1,2,1,0,5.0,0,7.41,Needs Attention,Low Risk
STU0722,CSE,4th Year,Female,81.5,6.99,66.63,70.49,5.77,41.04,5,82.3,0,2,0,1,60.17,1,6.84,Needs Attention,Medium Risk
STU0723,Mechanical,4th Year,Female,73.8,6.48,61.75,60.83,3.61,81.98,3,74.12,3,3,3,0,32.14,0,6.74,Needs Attention,Medium Risk
STU0724,Civil,3rd Year,Male,100.0,6.73,52.32,65.81,3.29,82.27,8,76.06,1,1,1,0,38.96,1,7.04,Needs Attention,Medium Risk
STU0725,Civil,4th Year,Female,81.73,6.2,86.93,65.32,4.18,74.79,5,53.82,1,3,2,1,26.62,0,7.01,Needs Attention,Medium Risk
STU0726,ECE,3rd Year,Male,75.57,8.27,72.12,73.99,6.59,61.26,4,63.67,1,0,0,1,70.28,1,7.57,Good Standing,Low Risk
STU0727,CSE,4th Year,Female,81.52,6.66,86.33,84.03,2.67,72.93,5,44.92,1,3,0,0,43.19,1,7.07,Needs Attention,Medium Risk
STU0728,ECE,2nd Year,Male,80.25,6.4,90.78,91.44,6.21,65.43,4,57.29,0,3,1,1,32.69,0,7.14,Needs Attention,Low Risk
STU0729,EEE,3rd Year,Male,81.88,8.26,72.64,74.69,4.56,83.5,6,69.66,1,3,0,0,64.11,0,8.05,Good Standing,Low Risk
STU0730,CSE-AI,3rd Year,Male,64.06,7.83,56.24,79.48,2.02,62.14,3,74.92,2,3,1,1,55.83,0,6.19,Needs Attention,Medium Risk
STU0731,Civil,3rd Year,Male,92.92,8.22,69.65,76.92,3.81,69.73,5,59.31,0,3,2,0,19.62,0,8.02,Good Standing,Low Risk
STU0732,EEE,2nd Year,Male,93.49,8.32,63.95,48.88,5.41,40.19,8,78.28,2,2,0,2,46.01,0,7.69,Good Standing,Low Risk
STU0733,EEE,2nd Year,Male,94.7,9.24,48.24,60.23,7.2,72.88,7,69.43,2,0,1,1,43.97,0,8.18,Good Standing,Low Risk
STU0734,Mechanical,2nd Year,Female,83.25,7.36,65.98,83.14,2.51,56.01,4,66.61,0,4,1,2,13.5,0,7.01,Needs Attention,Low Risk
STU0735,CSE-AI,2nd Year,Male,86.62,6.19,71.14,84.3,1.0,76.2,7,71.25,4,2,0,2,54.89,1,7.03,Needs Attention,High Risk
STU0736,EEE,2nd Year,Female,71.34,7.74,64.28,84.03,2.54,80.61,5,100.0,1,3,1,0,39.48,0,7.76,Good Standing,Low Risk
STU0737,EEE,3rd Year,Female,88.33,6.9,62.74,71.87,6.2,58.24,4,67.58,2,2,2,0,78.72,0,7.22,Needs Attention,Low Risk
STU0738,CSE-AI,2nd Year,Male,82.52,6.64,56.67,50.06,1.81,68.5,3,84.28,3,0,1,2,65.38,1,6.54,Needs Attention,High Risk
STU0739,CSE-AI,3rd Year,Female,75.4,7.59,74.35,61.66,6.75,70.79,6,78.19,2,3,0,1,44.0,2,7.74,Good Standing,Medium Risk
STU0740,EEE,2nd Year,Male,88.65,8.28,94.43,63.49,6.32,73.89,2,66.28,1,2,1,0,38.43,0,8.1,Good Standing,Low Risk
STU0741,CSE-AI,4th Year,Female,89.03,6.75,87.34,81.55,4.79,80.64,5,46.75,2,2,3,1,5.0,1,7.3,Needs Attention,Medium Risk
STU0742,EEE,3rd Year,Male,80.61,8.65,79.84,69.71,3.56,78.54,5,60.59,3,1,1,0,55.16,0,8.12,Good Standing,Low Risk
STU0743,EEE,4th Year,Female,84.38,6.61,80.1,94.28,4.58,61.92,4,71.15,1,2,1,0,38.77,0,6.51,Needs Attention,Low Risk
STU0744,Mechanical,3rd Year,Male,69.68,7.28,70.41,91.61,5.42,93.57,8,68.43,1,4,0,0,31.59,0,7.59,Good Standing,Low Risk
STU0745,CSE,4th Year,Male,92.43,7.85,50.35,94.08,5.19,80.03,2,89.45,1,2,0,1,40.39,0,7.55,Good Standing,Low Risk
STU0746,EEE,2nd Year,Male,71.01,7.15,67.57,63.0,7.11,90.48,6,59.0,1,0,3,0,67.95,0,7.07,Needs Attention,Low Risk
STU0747,ECE,2nd Year,Male,72.95,5.9,60.37,79.89,4.11,73.55,4,67.8,0,1,1,1,64.56,0,5.98,At Risk,Medium Risk
STU0748,Civil,2nd Year,Female,80.62,8.33,73.86,68.27,2.55,74.49,6,78.05,3,1,2,1,64.51,1,7.37,Needs Attention,Medium Risk
STU0749,CSE,3rd Year,Male,91.15,6.94,86.8,77.93,2.28,66.12,2,65.83,2,2,1,1,21.31,0,7.55,Good Standing,Low Risk
STU0750,CSE,4th Year,Female,91.14,8.17,95.68,64.33,1.98,60.9,5,84.61,2,2,0,2,68.43,1,8.07,Good Standing,Low Risk
STU0751,CSE,2nd Year,Female,79.95,6.36,72.78,88.71,4.79,83.61,3,53.69,0,4,1,3,31.18,2,7.05,Needs Attention,High Risk
STU0752,Mechanical,4th Year,Female,87.73,6.52,51.99,64.56,4.15,72.23,7,47.2,3,6,0,0,53.43,0,6.42,Needs Attention,Medium Risk
STU0753,EEE,4th Year,Male,63.11,8.28,72.75,50.63,4.55,65.89,3,65.7,0,2,1,2,51.29,1,7.03,Needs Attention,Medium Risk
STU0754,Mechanical,2nd Year,Female,72.81,7.81,73.08,98.41,3.69,51.64,4,68.93,3,2,0,3,37.46,0,7.87,Good Standing,Low Risk
STU0755,EEE,2nd Year,Female,73.01,7.11,80.15,79.31,2.83,92.88,4,73.27,2,1,1,0,43.86,2,6.93,Needs Attention,High Risk
STU0756,Mechanical,4th Year,Female,92.52,7.82,71.77,61.17,5.42,69.8,6,72.08,1,0,1,0,10.42,0,7.77,Good Standing,Low Risk
STU0757,Mechanical,2nd Year,Male,86.55,6.64,72.8,72.05,1.0,48.37,6,63.87,1,2,1,2,41.06,1,6.77,Needs Attention,High Risk
STU0758,Civil,2nd Year,Male,81.85,7.6,64.42,67.08,3.3,69.3,8,47.38,2,1,0,3,35.76,0,7.18,Needs Attention,Low Risk
STU0759,ECE,2nd Year,Female,82.82,7.62,68.26,74.07,5.68,64.79,5,68.22,1,2,0,0,79.54,0,7.47,Needs Attention,Low Risk
STU0760,Mechanical,3rd Year,Male,95.68,7.16,78.16,83.63,3.15,64.13,2,54.41,2,3,1,0,40.52,0,7.71,Good Standing,Low Risk
STU0761,Civil,4th Year,Male,78.3,6.75,47.9,81.75,5.09,77.22,9,71.06,3,2,1,0,27.14,2,6.5,Needs Attention,High Risk
STU0762,CSE-AI,4th Year,Female,66.86,7.56,68.19,77.04,3.3,64.81,4,53.38,2,1,0,0,42.07,1,6.81,Needs Attention,Medium Risk
STU0763,ECE,3rd Year,Female,90.87,7.45,80.25,74.06,3.82,63.11,7,75.69,0,3,2,0,27.91,0,7.35,Needs Attention,Low Risk
STU0764,Mechanical,4th Year,Male,81.82,7.08,91.69,86.94,5.36,89.8,3,95.02,1,2,0,1,14.46,1,7.64,Good Standing,Medium Risk
STU0765,CSE,2nd Year,Female,89.54,6.57,67.22,50.89,2.58,40.17,8,59.11,0,1,0,0,47.42,0,6.5,Needs Attention,Medium Risk
STU0766,CSE-AI,4th Year,Male,79.55,7.51,86.22,65.01,5.62,67.18,2,51.02,3,5,2,2,40.14,1,7.75,Good Standing,Low Risk
STU0767,CSE-AI,2nd Year,Male,71.61,7.08,92.28,62.26,4.57,82.86,2,87.17,4,3,1,3,57.88,1,7.02,Needs Attention,Medium Risk
STU0768,Civil,3rd Year,Male,84.03,6.57,67.38,86.08,6.38,78.03,5,96.51,3,2,1,0,66.21,1,6.89,Needs Attention,Medium Risk
STU0769,CSE-AI,2nd Year,Male,80.1,7.54,65.3,65.13,4.81,84.32,2,51.32,0,1,1,0,74.01,0,7.04,Needs Attention,Low Risk
STU0770,ECE,4th Year,Male,81.85,8.95,69.82,58.57,2.9,100.0,9,68.63,3,3,0,1,44.14,0,7.72,Good Standing,Low Risk
STU0771,Mechanical,4th Year,Male,96.17,7.17,71.02,80.59,7.09,95.18,7,77.3,2,1,3,1,52.45,0,7.94,Good Standing,Low Risk
STU0772,Mechanical,4th Year,Female,69.01,8.85,85.09,63.1,3.02,49.51,5,66.1,4,2,3,2,45.07,0,7.54,Good Standing,Low Risk
STU0773,CSE,3rd Year,Female,82.86,9.4,62.72,69.79,4.16,42.23,3,43.73,1,1,0,2,5.0,0,7.98,Good Standing,Low Risk
STU0774,Civil,3rd Year,Male,71.81,6.64,90.46,100.0,5.94,73.23,4,49.41,3,2,3,0,62.25,0,7.8,Good Standing,Low Risk
STU0775,CSE,4th Year,Male,54.09,7.51,62.39,83.45,1.68,46.33,6,50.98,1,1,2,1,49.82,0,6.03,Needs Attention,Medium Risk
STU0776,CSE-AI,2nd Year,Male,79.51,9.39,56.83,71.47,6.66,37.18,5,54.4,2,2,1,1,50.07,0,7.72,Good Standing,Low Risk
STU0777,CSE,3rd Year,Female,80.31,7.39,78.29,72.55,2.77,73.06,2,71.3,2,3,0,1,30.77,0,7.0,Needs Attention,Low Risk
STU0778,ECE,4th Year,Male,86.24,7.53,86.77,84.89,3.82,77.07,5,86.47,2,2,0,0,28.43,0,7.4,Needs Attention,Low Risk
STU0779,Mechanical,4th Year,Female,77.82,6.0,74.14,81.95,4.93,95.38,6,49.64,6,1,2,3,38.78,0,7.24,Needs Attention,Medium Risk
STU0780,CSE-AI,3rd Year,Male,65.11,7.02,77.22,74.91,4.44,80.29,5,58.21,1,4,2,2,50.04,0,7.22,Needs Attention,Low Risk
STU0781,CSE,3rd Year,Male,71.78,8.0,95.45,75.24,5.68,98.71,6,53.35,2,3,2,3,5.0,0,8.16,Good Standing,Low Risk
STU0782,Civil,3rd Year,Female,93.17,9.69,86.94,56.24,2.1,73.69,6,74.33,2,0,0,0,43.64,0,8.12,Good Standing,Low Risk
STU0783,ECE,2nd Year,Female,71.63,7.32,72.37,53.72,5.59,49.82,2,57.67,1,1,0,0,70.39,0,6.51,Needs Attention,Low Risk
STU0784,ECE,2nd Year,Male,95.83,6.0,66.83,71.88,5.71,81.15,4,54.84,1,0,1,2,37.64,2,6.66,Needs Attention,High Risk
STU0785,CSE,4th Year,Male,90.5,6.24,85.14,66.4,6.04,89.35,6,46.04,2,1,1,3,5.0,0,7.35,Needs Attention,Low Risk
STU0786,Mechanical,3rd Year,Male,76.82,7.47,81.95,81.03,2.12,74.26,2,90.4,1,2,3,2,36.6,1,7.0,Needs Attention,Medium Risk
STU0787,CSE,2nd Year,Female,72.71,8.56,77.02,76.37,2.3,91.21,4,100.0,5,4,0,1,45.31,1,7.99,Good Standing,Low Risk
STU0788,CSE-AI,3rd Year,Female,90.48,8.07,68.08,64.73,3.99,66.03,3,71.26,1,1,0,0,46.77,0,7.56,Good Standing,Low Risk
STU0789,CSE,4th Year,Female,77.59,7.91,71.08,75.96,2.46,76.73,3,92.28,0,2,1,0,42.79,0,7.13,Needs Attention,Low Risk
STU0790,ECE,2nd Year,Female,64.54,8.68,70.23,68.98,1.79,65.21,3,61.5,4,4,2,2,74.85,0,7.33,Needs Attention,Low Risk
STU0791,CSE,2nd Year,Female,85.62,6.85,68.28,98.8,3.92,100.0,4,69.99,2,2,1,0,42.54,0,7.78,Good Standing,Low Risk
STU0792,Mechanical,2nd Year,Female,84.17,7.52,64.79,78.63,4.85,81.46,6,79.77,2,2,0,3,43.45,0,7.7,Good Standing,Low Risk
STU0793,Civil,4th Year,Male,91.38,7.03,75.18,55.27,8.7,50.13,3,58.72,2,2,2,0,29.76,0,7.25,Needs Attention,Low Risk
STU0794,EEE,3rd Year,Male,83.5,7.26,64.24,95.85,5.32,97.64,7,67.61,1,5,2,1,57.0,0,8.23,Good Standing,Low Risk
STU0795,CSE,2nd Year,Female,74.51,6.59,74.13,66.4,7.13,56.27,3,65.76,1,2,0,0,70.55,1,6.67,Needs Attention,Medium Risk
STU0796,Mechanical,4th Year,Male,92.7,7.19,46.8,62.3,4.43,68.22,3,76.57,3,0,2,2,28.69,0,7.08,Needs Attention,Low Risk
STU0797,Mechanical,3rd Year,Male,93.67,7.48,64.8,99.72,5.34,75.49,11,70.93,1,3,0,0,38.04,1,7.46,Needs Attention,Low Risk
STU0798,Civil,4th Year,Female,82.33,7.17,85.18,78.15,4.28,76.8,2,59.09,0,4,2,1,5.0,1,7.48,Needs Attention,Medium Risk
STU0799,ECE,3rd Year,Male,80.6,7.36,61.19,82.41,8.52,75.74,8,65.49,7,3,0,1,24.94,0,7.63,Good Standing,Low Risk
STU0800,Mechanical,4th Year,Female,66.77,7.86,79.11,82.8,3.47,49.87,10,86.72,2,2,4,3,75.45,0,6.83,Needs Attention,Low Risk
STU0801,Mechanical,3rd Year,Female,73.92,8.61,62.19,71.53,3.68,75.79,4,78.23,1,2,4,0,34.65,0,7.58,Good Standing,Low Risk
STU0802,Mechanical,2nd Year,Male,87.61,8.68,81.31,67.13,5.69,85.61,5,76.93,2,5,1,2,44.09,0,8.39,Good Standing,Low Risk
STU0803,Mechanical,3rd Year,Female,74.43,8.19,68.43,69.09,4.81,85.15,5,100.0,0,2,0,0,26.88,0,7.9,Good Standing,Low Risk
STU0804,CSE-AI,4th Year,Female,65.43,6.37,67.96,93.31,3.86,47.17,4,53.04,2,3,0,0,48.06,1,6.31,Needs Attention,High Risk
STU0805,CSE-AI,4th Year,Female,100.0,7.18,72.65,76.45,5.94,57.51,8,80.65,3,4,0,0,36.86,1,7.65,Good Standing,Low Risk
STU0806,ECE,3rd Year,Female,65.37,7.25,55.88,89.75,4.44,51.29,11,70.82,2,2,0,2,47.4,1,6.56,Needs Attention,High Risk
STU0807,CSE,2nd Year,Female,100.0,6.91,83.67,73.08,4.43,73.44,7,75.16,1,1,2,1,41.88,0,7.29,Needs Attention,Low Risk
STU0808,Mechanical,2nd Year,Female,76.93,7.81,87.64,64.94,4.85,43.17,5,72.73,1,3,1,2,65.98,0,7.62,Good Standing,Low Risk
STU0809,Civil,3rd Year,Female,79.15,6.07,67.68,56.69,1.9,50.04,7,59.48,2,2,1,1,43.03,0,5.97,At Risk,Medium Risk
STU0810,CSE,3rd Year,Female,73.28,9.02,78.29,81.78,2.11,57.36,4,54.47,2,1,0,0,24.98,0,7.73,Good Standing,Low Risk
STU0811,Civil,4th Year,Male,87.83,8.58,81.35,94.33,6.13,39.25,5,70.0,5,2,3,2,28.55,0,8.04,Good Standing,Low Risk
STU0812,CSE,2nd Year,Male,65.6,7.93,70.9,63.37,3.48,67.56,3,58.27,0,1,0,1,6.37,0,6.68,Needs Attention,Low Risk
STU0813,ECE,3rd Year,Male,61.6,7.44,58.7,80.16,4.3,34.3,8,64.46,2,3,1,1,42.26,2,6.51,Needs Attention,High Risk
STU0814,Mechanical,2nd Year,Female,96.1,8.61,91.13,57.49,6.92,75.77,2,81.97,5,2,0,0,38.86,0,8.57,Good Standing,Low Risk
STU0815,Mechanical,3rd Year,Female,71.96,8.12,67.29,67.33,4.37,61.65,7,51.6,4,1,0,1,67.24,0,7.52,Good Standing,Low Risk
STU0816,EEE,3rd Year,Male,87.46,8.5,64.69,77.22,4.18,58.02,2,67.12,4,3,2,0,18.89,0,8.04,Good Standing,Low Risk
STU0817,Civil,2nd Year,Male,69.15,7.45,91.67,53.26,5.84,60.63,2,85.82,2,1,0,0,27.44,0,6.99,Needs Attention,Low Risk
STU0818,CSE,3rd Year,Male,87.08,9.11,79.32,73.78,3.6,67.03,4,62.39,1,1,1,0,27.63,0,8.18,Good Standing,Low Risk
STU0819,CSE,3rd Year,Female,96.84,8.55,75.09,63.96,6.3,77.49,6,92.04,0,2,1,0,35.44,0,8.21,Good Standing,Low Risk
STU0820,CSE-AI,4th Year,Male,74.73,7.96,60.35,81.26,5.81,89.07,6,46.74,2,3,1,3,17.3,0,8.03,Good Standing,Low Risk
STU0821,EEE,3rd Year,Male,60.67,8.63,81.63,72.02,7.25,84.22,4,97.29,3,2,2,1,34.99,0,8.42,Good Standing,Low Risk
STU0822,CSE-AI,3rd Year,Female,96.89,7.12,100.0,85.27,3.46,100.0,8,70.27,3,4,0,1,40.34,0,7.86,Good Standing,Low Risk
STU0823,CSE-AI,3rd Year,Male,89.26,6.45,82.57,70.64,6.55,78.8,8,50.07,0,2,0,1,40.88,1,7.48,Needs Attention,Medium Risk
STU0824,CSE-AI,4th Year,Female,75.26,7.79,77.95,57.65,5.33,70.25,9,82.5,4,1,0,1,62.92,0,7.65,Good Standing,Low Risk
STU0825,Civil,2nd Year,Female,77.82,7.45,80.65,56.16,2.51,60.69,5,76.46,2,5,1,3,39.47,0,7.01,Needs Attention,Low Risk
STU0826,Civil,4th Year,Female,68.89,7.32,68.06,51.09,1.0,61.22,4,90.73,4,2,1,2,39.04,0,6.56,Needs Attention,Medium Risk
STU0827,ECE,4th Year,Male,94.2,8.59,67.95,81.6,3.3,76.62,5,46.96,3,3,0,1,60.61,0,7.58,Good Standing,Low Risk
STU0828,ECE,2nd Year,Male,74.65,7.65,67.79,100.0,4.94,52.01,6,53.56,0,4,0,3,39.96,1,7.35,Needs Attention,Medium Risk
STU0829,CSE-AI,4th Year,Female,65.81,7.74,65.1,79.22,5.16,71.66,3,81.55,2,0,1,1,18.12,0,6.99,Needs Attention,Low Risk
STU0830,EEE,2nd Year,Male,82.14,7.21,67.77,94.06,4.41,67.7,6,100.0,1,1,2,1,20.6,1,7.35,Needs Attention,Medium Risk
STU0831,CSE,4th Year,Male,71.4,8.29,67.71,87.6,4.42,56.35,9,78.63,3,1,0,1,20.78,0,7.7,Good Standing,Low Risk
STU0832,Civil,2nd Year,Male,69.7,8.13,69.06,67.78,4.31,51.18,3,80.95,4,1,2,2,18.06,1,7.13,Needs Attention,Medium Risk
STU0833,EEE,3rd Year,Male,75.7,8.29,68.73,89.18,6.05,100.0,6,58.58,2,0,0,0,75.97,1,7.88,Good Standing,Low Risk
STU0834,Mechanical,4th Year,Female,80.86,7.05,74.92,68.26,2.35,45.65,3,67.27,2,1,2,0,20.7,0,6.62,Needs Attention,Medium Risk
STU0835,Civil,4th Year,Male,66.19,8.67,72.95,68.5,4.9,66.92,5,60.7,3,1,1,0,39.25,0,7.38,Needs Attention,Low Risk
STU0836,Civil,4th Year,Female,93.85,9.15,74.01,71.5,3.27,87.56,2,77.54,3,2,0,0,40.99,0,8.95,Good Standing,Low Risk
STU0837,ECE,4th Year,Female,86.77,8.26,90.27,72.07,3.14,76.46,5,83.94,0,0,1,0,36.82,0,8.14,Good Standing,Low Risk
STU0838,CSE,3rd Year,Male,76.35,6.77,72.92,81.94,6.26,60.42,2,72.79,6,3,0,1,25.96,2,7.1,Needs Attention,High Risk
STU0839,CSE,4th Year,Female,70.97,6.78,98.53,65.95,3.03,48.93,4,81.93,2,3,3,0,48.19,0,6.95,Needs Attention,Medium Risk
STU0840,Mechanical,3rd Year,Male,79.11,7.16,76.23,84.67,4.29,70.08,3,69.57,4,2,2,1,12.57,1,7.95,Good Standing,Medium Risk
STU0841,Mechanical,3rd Year,Male,88.99,6.99,66.63,84.5,7.44,25.77,6,89.87,2,3,1,1,20.82,1,7.56,Good Standing,Medium Risk
STU0842,Civil,3rd Year,Female,87.45,7.44,88.19,78.12,5.76,70.72,7,57.08,3,1,1,0,60.19,0,7.74,Good Standing,Low Risk
STU0843,CSE-AI,3rd Year,Female,90.59,8.07,71.05,97.28,3.82,68.56,6,91.24,1,0,0,0,20.25,0,7.63,Good Standing,Low Risk
STU0844,ECE,2nd Year,Female,75.2,7.76,43.28,89.45,3.94,85.12,4,59.26,5,1,0,1,63.36,0,7.25,Needs Attention,Low Risk
STU0845,ECE,2nd Year,Female,50.75,7.68,71.95,86.84,2.66,49.71,8,70.25,2,2,1,2,64.89,0,6.71,Needs Attention,Medium Risk
STU0846,Civil,4th Year,Male,92.48,7.28,69.01,74.79,6.45,62.82,4,52.09,2,0,1,1,65.25,0,7.16,Needs Attention,Low Risk
STU0847,EEE,2nd Year,Male,78.33,7.43,91.28,78.22,6.02,74.99,6,77.59,1,1,1,0,55.19,2,7.76,Good Standing,Medium Risk
STU0848,CSE-AI,2nd Year,Male,86.66,8.22,61.23,80.29,5.53,71.29,6,71.97,0,1,1,0,15.17,1,7.73,Good Standing,Low Risk
STU0849,Civil,4th Year,Female,96.69,5.69,68.01,74.16,5.7,46.52,4,81.08,1,4,1,2,12.31,0,6.7,Needs Attention,Medium Risk
STU0850,CSE-AI,4th Year,Female,100.0,7.49,87.21,69.49,3.34,57.64,6,43.99,1,1,1,1,19.85,0,7.54,Good Standing,Low Risk
STU0851,CSE-AI,4th Year,Female,73.5,7.76,76.73,45.13,2.18,90.4,5,72.01,1,2,0,2,22.86,0,7.18,Needs Attention,Low Risk
STU0852,CSE-AI,2nd Year,Male,81.34,8.21,69.94,82.61,5.34,72.15,4,76.05,2,4,0,1,16.6,0,7.9,Good Standing,Low Risk
STU0853,Civil,2nd Year,Female,93.67,6.59,62.92,86.5,5.83,41.37,6,55.17,1,4,1,1,27.69,1,6.86,Needs Attention,Medium Risk
STU0854,ECE,4th Year,Male,71.56,6.54,76.22,60.07,6.91,82.13,6,78.0,3,0,0,3,53.85,0,7.47,Needs Attention,Low Risk
STU0855,ECE,3rd Year,Female,74.18,8.03,71.65,81.26,4.2,42.41,7,35.54,3,2,1,3,51.72,0,7.15,Needs Attention,Low Risk
STU0856,CSE-AI,4th Year,Male,74.12,5.79,62.79,66.9,3.98,63.09,6,68.08,3,0,1,1,45.32,1,5.45,At Risk,High Risk
STU0857,EEE,3rd Year,Male,79.72,8.7,63.41,69.6,4.14,77.01,6,91.19,4,2,1,1,36.13,0,8.02,Good Standing,Low Risk
STU0858,CSE,3rd Year,Female,77.8,7.7,62.23,89.73,5.51,87.42,8,67.95,3,1,0,0,38.77,0,7.94,Good Standing,Low Risk
STU0859,Civil,4th Year,Female,74.06,8.9,60.09,62.11,4.08,30.59,6,59.21,4,3,3,0,45.42,0,7.43,Needs Attention,Low Risk
STU0860,CSE,4th Year,Male,70.34,6.52,83.21,62.09,4.42,79.39,7,69.03,1,0,4,0,31.48,1,6.26,Needs Attention,Medium Risk
STU0861,EEE,4th Year,Male,88.12,7.11,81.59,95.66,5.75,81.79,3,71.49,3,2,2,0,57.59,2,7.56,Good Standing,Medium Risk
STU0862,Civil,2nd Year,Female,93.38,5.33,83.23,72.25,3.56,59.09,2,83.45,3,3,0,2,16.34,1,6.46,Needs Attention,High Risk
STU0863,CSE-AI,3rd Year,Female,94.83,6.78,72.05,88.96,6.59,69.45,5,71.95,1,3,0,2,26.02,0,7.99,Good Standing,Low Risk
STU0864,ECE,2nd Year,Male,75.19,7.33,69.09,54.82,5.45,20.0,9,81.43,2,3,0,0,23.34,0,6.56,Needs Attention,Low Risk
STU0865,CSE,2nd Year,Female,88.54,5.73,69.31,55.78,1.71,24.03,3,71.38,3,2,1,2,48.24,0,5.98,At Risk,High Risk
STU0866,Mechanical,4th Year,Male,82.36,7.14,84.25,63.04,3.73,85.74,2,58.76,1,1,0,2,18.4,0,7.52,Good Standing,Low Risk
STU0867,Mechanical,2nd Year,Male,74.29,5.71,50.16,68.22,1.46,59.38,5,48.97,3,2,0,2,23.49,0,5.64,At Risk,High Risk
STU0868,EEE,4th Year,Female,87.34,7.27,65.83,57.16,4.2,62.46,1,75.58,3,0,3,2,47.64,0,6.82,Needs Attention,Low Risk
STU0869,CSE-AI,3rd Year,Female,73.83,8.53,61.35,78.43,3.75,71.75,4,32.93,1,2,1,1,24.36,0,7.71,Good Standing,Low Risk
STU0870,CSE,4th Year,Female,76.24,7.47,88.32,79.22,5.75,62.15,6,43.52,6,2,1,3,55.09,0,6.95,Needs Attention,Low Risk
STU0871,CSE-AI,2nd Year,Female,66.23,8.99,66.27,63.22,3.18,60.66,4,49.03,6,2,1,1,54.66,0,7.92,Good Standing,Low Risk
STU0872,CSE,2nd Year,Female,75.36,8.21,52.37,64.18,5.08,74.31,5,80.72,1,1,1,1,30.32,0,7.02,Needs Attention,Low Risk
